Close
67051.875
67096.70538938046
67215.38014456593
67666.52262703281
67581.43973941817
67694.95047641908
67907.2410620204
68221.87248040993
68083.54412895309
68216.22369724198
68877.52803064983
68943.21811589245
68750.6799622958
68736.48426685705
68923.01394396785
69314.28071917566
69183.80839856538
69913.70518247306
69805.25369702173
70333.37565949008
70498.6739506507
70916.19376938538
71169.15807141311
71264.14425880591
71529.76101525422
71243.18470455293
71341.53565762908
71174.09946257541
71262.02407340654
71400.23925502085
